Make a leftward turn, walk half a meter forward, pivot towards the right, and then continue for two meters.
Face towards the left, take half a step forward, turn right, and then move ahead for two meters.
Rotate left, advance half a meter, pivot right, then proceed forward by another half a meter.
Make a left turn, move ahead for half a meter, take a right turn, and continue forward for another half a meter.
Turn left, walk forward for half a meter, make a rightward turn, and then move forward for half a meter.
Pivot to the left, advance by half a meter, rotate right, and continue moving forward for another half a meter.
Face towards the left, proceed ahead for half a meter, turn right, and then move forward for half a meter.
Turn to the left, walk half a meter forward, make a rightward pivot, and then advance by another half a meter.
Rotate leftward, take half a step ahead, turn right, and then proceed forward for half a meter.
Turn left, advance by half a meter, pivot to the right, and then continue forward by another half a meter.
Make a left turn, move forward for half a meter, pivot rightward, and then proceed for another half a meter.
Face left, walk half a meter forward, turn right, and then move forward by another half a meter.
Rotate right, advance one meter, pivot left, and proceed forward for another meter.
Make a right turn, move ahead by one meter, turn left, and then continue forward for another meter.
Face to the right, walk forward for one meter, pivot towards the left, and then move forward for another meter.
Turn right, take one step forward, make a left turn, and then proceed for another meter.
Rotate clockwise, advance by one meter, pivot counterclockwise, and continue forward for another meter.
Make a turn to the right, move forward by one meter, pivot to the left, and then proceed for another meter.
Face rightward, walk one meter forward, turn leftward, and then move forward by another meter.
Pivot to the right, advance by one meter, turn towards the left, and then continue forward for another meter.
Turn to the right, take a step forward for one meter, make a left turn, and then proceed for another meter.
Rotate towards the right, walk forward by one meter, pivot leftwards, and then move ahead for another meter.
Rotate right, advance one meter, pivot left, and proceed forward for two meters.
Make a right turn, walk ahead by one meter, turn left, and then continue forward for two meters.
Face to the right, take one step forward, pivot towards the left, and then move forward for two meters.
Turn right, advance by one meter, make a left turn, and then proceed for two meters.
Rotate clockwise, walk forward for one meter, pivot counterclockwise, and continue forward for two meters.
Make a turn to the right, move forward by one meter, pivot to the left, and then advance for two meters.
Face rightward, advance one meter forward, turn leftward, and then move ahead for two meters.
Pivot to the right, proceed by one meter, turn towards the left, and then move forward for two meters.
Turn to the right, take a step forward for one meter, make a left turn, and then proceed for two meters.
Rotate towards the right, walk forward by one meter, pivot leftwards, and then continue forward for two meters.
Rotate right, advance one meter, pivot left, and proceed forward for half a meter.
Make a right turn, walk ahead by one meter, pivot leftward, and then continue forward for half a meter.
Face to the right, take one step forward, pivot towards the left, and then move forward for half a meter.
Turn right, advance by one meter, make a left turn, and then proceed for half a meter.
Rotate clockwise, walk forward for one meter, pivot counterclockwise, and continue forward for half a meter.
Make a turn to the right, move forward by one meter, pivot to the left, and then advance for half a meter.
Face rightward, advance one meter forward, turn leftward, and then move ahead for half a meter.
Pivot to the right, proceed by one meter, turn towards the left, and then move forward for half a meter.
Turn to the right, take a step forward for one meter, make a left turn, and then proceed for half a meter.
Rotate towards the right, walk forward by one meter, pivot leftwards, and then continue forward for half a meter.
Rotate right, advance two meters, pivot left, and proceed forward for one meter.
Make a right turn, walk ahead by two meters, pivot leftward, and then continue forward for one meter.
Face to the right, take two steps forward, pivot towards the left, and then move forward for one meter.
